protein	frequency
NP_671736.2	205
NP_671737.1	256
NP_671756.1	359
NP_671766.1	372
NP_679211.2	166
NP_680086.2	96
NP_680090.1	246
NP_680091.1	246
NP_680092.1	246
NP_680093.1	246
NP_680474.1	104
NP_680475.1	47
NP_680477.1	106
NP_680478.1	91
NP_680479.1	100
NP_680480.1	165
NP_680481.1	165
NP_680544.1	56
NP_680545.1	56
NP_680780.1	316
NP_680781.1	296
NP_680782.1	298
NP_683513.1	47
NP_683515.4	330
NP_683684.2	195
NP_683685.1	102
NP_683691.1	25
NP_683692.2	979
NP_683694.1	28
NP_683695.1	133
NP_683696.2	167
NP_683697.2	103
NP_683698.2	165
NP_683699.1	117
NP_683700.1	98
NP_683701.2	142
NP_683702.1	134
NP_683703.1	134
NP_683704.2	164
NP_683705.1	145
NP_683706.3	156
NP_683707.3	158
NP_683708.1	115
NP_683710.1	131
NP_683711.1	129
NP_683718.1	162
NP_683720.2	84
NP_683721.1	333
NP_683723.2	177
NP_683725.1	52
NP_683758.1	145
NP_683759.1	186
NP_683760.1	176
NP_683762.2	161
NP_683763.2	62
NP_683764.1	43
NP_683765.1	215
NP_683766.2	354
NP_683865.1	154
NP_683866.1	118
NP_683867.1	107
NP_683868.1	106
NP_683871.1	64
NP_683876.1	82
NP_683877.1	53
NP_683878.1	163
NP_683879.1	78
NP_687033.1	44
NP_687034.1	190
NP_689343.3	35
NP_689407.1	72
NP_689408.1	212
NP_689410.1	99
NP_689412.1	98
NP_689413.1	138
NP_689414.1	553
NP_689416.1	131
NP_689417.1	239
NP_689418.2	393
NP_689419.2	74
NP_689422.1	219
NP_689424.2	117
NP_689426.1	92
NP_689449.1	216
NP_689450.1	103
NP_689451.1	327
NP_689452.1	327
NP_689472.3	786
NP_689473.1	223
NP_689474.1	25
NP_689475.1	194
NP_689476.2	33
NP_689477.2	118
NP_689478.1	17
NP_689479.1	79
NP_689480.2	54
NP_689481.2	175
NP_689482.1	78
NP_689483.3	303
NP_689485.1	95
NP_689487.2	45
NP_689488.3	210
NP_689490.2	57
NP_689491.1	18
NP_689492.3	207
NP_689493.3	112
NP_689494.2	155
NP_689495.1	170
NP_689496.4	98
NP_689497.1	85
NP_689498.1	197
NP_689499.4	586
NP_689500.2	287
NP_689501.1	117
NP_689502.2	196
NP_689503.3	85
NP_689504.2	156
NP_689505.1	120
NP_689506.2	90
NP_689508.3	243
NP_689509.1	112
NP_689511.2	106
NP_689512.2	213
NP_689517.1	37
NP_689518.1	101
NP_689520.2	113
NP_689521.1	33
NP_689522.2	210
NP_689523.1	81
NP_689524.1	103
NP_689526.2	176
NP_689528.2	186
NP_689529.1	65
NP_689530.1	121
NP_689531.2	83
NP_689532.1	53
NP_689533.2	123
NP_689534.1	109
NP_689537.1	53
NP_689538.1	133
NP_689539.1	36
NP_689540.2	251
NP_689541.1	200
NP_689542.2	146
NP_689543.1	236
NP_689544.3	160
NP_689545.1	183
NP_689546.1	92
NP_689547.2	271
NP_689548.2	208
NP_689550.2	183
NP_689551.2	18
NP_689552.2	186
NP_689554.2	145
NP_689555.2	195
NP_689556.2	133
NP_689557.1	27
NP_689558.4	119
NP_689559.1	158
NP_689560.3	296
NP_689561.2	367
NP_689562.1	94
NP_689564.3	278
NP_689565.2	98
NP_689566.1	67
NP_689567.4	235
NP_689568.2	176
NP_689569.2	197
NP_689570.2	249
NP_689571.2	90
NP_689572.1	280
NP_689573.3	207
NP_689574.1	68
NP_689575.2	44
NP_689576.5	253
NP_689578.2	160
NP_689579.3	120
NP_689580.2	154
NP_689582.2	206
NP_689584.2	61
NP_689585.3	674
NP_689586.3	114
NP_689587.1	89
NP_689588.2	345
NP_689589.1	109
NP_689590.1	207
NP_689592.2	122
NP_689593.2	139
NP_689594.4	1473
NP_689596.4	305
NP_689597.1	88
NP_689598.2	253
NP_689599.2	130
NP_689600.2	182
NP_689601.2	127
NP_689603.2	64
NP_689604.1	77
NP_689605.1	82
NP_689606.2	290
NP_689607.2	253
NP_689608.2	87
NP_689609.2	90
NP_689610.2	97
NP_689611.1	28
NP_689612.3	49
NP_689613.1	25
NP_689614.2	59
NP_689615.2	124
NP_689616.2	418
NP_689617.3	214
NP_689618.4	235
NP_689619.1	309
NP_689620.2	73
NP_689621.2	167
NP_689622.2	47
NP_689623.2	89
NP_689624.2	412
NP_689625.2	181
NP_689626.2	169
NP_689627.1	72
NP_689628.2	141
NP_689629.2	110
NP_689630.1	66
NP_689631.1	172
NP_689632.2	197
NP_689633.1	89
NP_689634.2	208
NP_689635.3	304
NP_689636.3	145
NP_689637.3	318
NP_689642.3	87
NP_689643.2	135
NP_689644.2	254
NP_689645.2	48
NP_689646.2	186
NP_689647.2	286
NP_689648.2	162
NP_689649.1	128
NP_689650.1	40
NP_689651.1	225
NP_689652.2	176
NP_689653.3	121
NP_689654.1	68
NP_689655.3	130
NP_689656.2	120
NP_689657.1	105
NP_689658.2	332
NP_689659.2	420
NP_689660.2	167
NP_689662.2	132
NP_689663.2	85
NP_689664.3	175
NP_689666.2	89
NP_689668.3	330
NP_689669.2	116
NP_689670.1	165
NP_689671.2	172
NP_689672.4	189
NP_689673.2	101
NP_689675.1	153
NP_689676.2	223
NP_689677.1	99
NP_689678.1	149
NP_689681.2	265
NP_689683.2	80
NP_689686.2	8
NP_689687.1	87
NP_689688.2	104
NP_689689.2	294
NP_689690.3	148
NP_689691.2	112
NP_689692.2	55
NP_689694.1	145
NP_689695.2	46
NP_689697.2	195
NP_689698.1	76
NP_689699.2	383
NP_689700.1	69
NP_689702.1	76
NP_689703.1	152
NP_689704.4	179
NP_689705.2	274
NP_689706.2	87
NP_689707.2	296
NP_689708.1	39
NP_689709.1	89
NP_689711.2	264
NP_689712.1	136
NP_689714.2	182
NP_689716.4	317
NP_689717.2	70
NP_689718.1	228
NP_689724.3	98
NP_689725.2	207
NP_689726.3	399
NP_689728.3	271
NP_689729.1	57
NP_689730.2	205
NP_689732.2	301
NP_689733.3	147
NP_689735.1	110
NP_689736.1	48
NP_689737.4	413
NP_689738.3	218
NP_689739.4	506
NP_689740.2	158
NP_689741.2	165
NP_689742.4	238
NP_689744.3	120
NP_689746.1	62
NP_689747.3	377
NP_689749.3	508
NP_689751.2	123
NP_689752.2	223
NP_689753.2	260
NP_689755.3	107
NP_689756.2	80
NP_689757.2	267
NP_689758.1	132
NP_689759.2	196
NP_689760.2	217
NP_689761.2	164
NP_689762.2	128
NP_689763.3	333
NP_689764.3	100
NP_689766.1	75
NP_689770.3	176
NP_689771.3	350
NP_689772.2	113
NP_689775.2	395
NP_689776.1	67
NP_689777.3	1272
NP_689778.1	163
NP_689781.1	42
NP_689782.2	208
NP_689783.1	206
NP_689784.1	81
NP_689785.1	173
NP_689786.2	259
NP_689787.2	255
NP_689790.1	111
NP_689791.1	82
NP_689794.1	67
NP_689799.3	489
NP_689800.3	106
NP_689801.1	272
NP_689802.1	150
NP_689803.2	123
NP_689804.1	245
NP_689805.3	419
NP_689807.1	121
NP_689808.2	190
NP_689809.2	198
NP_689810.3	211
NP_689811.2	273
NP_689812.3	267
NP_689813.2	76
NP_689814.1	175
NP_689816.2	164
NP_689817.1	138
NP_689818.2	121
NP_689819.1	235
NP_689820.2	185
NP_689821.3	178
NP_689822.2	261
NP_689823.2	306
NP_689824.2	296
NP_689825.2	276
NP_689826.2	109
NP_689827.2	168
NP_689828.1	181
NP_689829.3	288
NP_689830.2	256
NP_689831.2	257
NP_689833.1	183
NP_689834.1	106
NP_689835.3	114
NP_689836.2	184
NP_689837.2	114
NP_689838.1	324
NP_689839.1	178
NP_689841.3	173
NP_689842.3	401
NP_689843.1	65
NP_689844.2	218
NP_689845.2	218
NP_689846.1	172
NP_689848.1	210
NP_689849.2	108
NP_689850.2	92
NP_689851.1	169
NP_689853.3	242
NP_689854.2	449
NP_689856.6	680
NP_689857.2	32
NP_689860.2	172
NP_689862.1	236
NP_689865.2	223
NP_689866.1	24
NP_689867.1	111
NP_689868.1	154
NP_689870.3	275
NP_689871.1	111
NP_689873.1	56
NP_689876.2	121
NP_689878.2	68
NP_689879.2	107
NP_689880.1	75
NP_689883.1	83
NP_689884.1	137
NP_689885.4	117
NP_689886.3	163
NP_689889.1	145
NP_689890.1	143
NP_689891.1	143
NP_689892.1	98
NP_689893.1	69
NP_689895.2	45
NP_689896.1	214
NP_689898.2	166
NP_689899.1	97
NP_689900.1	65
NP_689901.2	143
NP_689905.1	56
NP_689907.1	153
NP_689908.3	66
NP_689909.2	248
NP_689910.2	183
NP_689911.2	396
NP_689912.2	187
NP_689914.3	1832
NP_689916.2	465
NP_689917.2	225
NP_689918.1	39
NP_689919.1	96
NP_689920.1	104
NP_689922.3	332
NP_689923.3	148
NP_689926.1	136
NP_689928.3	71
NP_689929.2	175
NP_689930.1	50
NP_689931.2	339
NP_689932.1	163
NP_689933.1	173
NP_689934.2	96
NP_689935.2	105
NP_689936.1	140
NP_689937.2	74
NP_689938.2	264
NP_689939.1	162
NP_689940.3	148
NP_689942.2	144
NP_689943.4	430
NP_689944.2	78
NP_689945.2	103
NP_689946.2	157
NP_689947.2	119
NP_689948.1	151
NP_689949.3	99
NP_689950.1	86
NP_689952.1	97
NP_689953.1	107
NP_689955.1	174
NP_689956.2	413
NP_689957.3	1053
NP_689958.1	76
NP_689961.3	220
NP_689962.1	56
NP_689963.2	345
NP_689964.2	162
NP_689966.2	280
NP_689967.2	244
NP_689968.1	97
NP_689969.2	375
NP_689971.4	138
NP_689972.3	203
NP_689973.2	210
NP_689974.2	78
NP_689975.2	230
NP_689976.2	330
NP_689977.2	111
NP_689978.2	56
NP_689979.1	37
NP_689982.3	221
NP_689983.2	85
NP_689985.1	197
NP_689986.2	39
NP_689987.3	59
NP_689988.1	291
NP_689991.1	178
NP_689992.1	87
NP_689993.2	175
NP_689994.2	224
NP_689995.3	132
NP_689996.4	200
NP_689997.3	309
NP_689998.1	59
NP_689999.1	182
NP_690000.3	117
NP_690001.3	275
NP_690002.2	37
NP_690004.4	256
NP_690005.2	132
NP_690006.2	25
NP_690007.1	276
NP_690008.2	274
NP_690040.1	19
NP_690042.1	156
NP_690043.1	283
NP_690045.1	19
NP_690046.3	50
NP_690047.2	56
NP_690048.1	42
NP_690049.1	86
NP_690050.1	81
NP_690051.1	288
NP_690054.1	310
NP_690577.2	226
NP_690590.1	69
NP_690591.1	96
NP_690593.1	49
NP_690594.1	31
NP_690595.1	74
NP_690596.1	17
NP_690597.1	17
NP_690599.1	132
NP_690601.1	50
NP_690603.3	68
NP_690605.1	102
NP_690607.1	72
NP_690608.1	82
NP_690610.1	84
NP_690611.1	61
NP_690618.2	351
NP_690619.1	335
NP_690620.1	315
NP_690621.1	328
NP_690848.1	674
NP_690849.1	108
NP_690850.2	634
NP_690851.2	79
NP_690852.1	275
NP_690856.1	141
NP_690857.1	95
NP_690862.1	77
NP_690863.1	168
NP_690864.2	310
NP_690865.1	34
NP_690866.1	53
NP_690867.3	122
NP_690868.3	320
NP_690869.1	222
NP_690870.3	114
NP_690872.2	223
NP_690873.2	168
NP_690874.2	271
NP_690875.1	206
NP_690876.3	93
NP_690877.1	169
NP_690878.2	37
NP_690888.1	107
NP_690902.1	214
NP_690903.1	214
NP_690904.1	214
NP_690905.1	214
NP_690909.1	111
NP_694422.2	49
NP_694453.2	121
NP_694533.1	238
NP_694534.1	153
NP_694535.2	37
NP_694537.1	9
NP_694539.1	318
NP_694540.3	237
NP_694541.2	122
NP_694542.1	38
NP_694543.1	72
NP_694544.2	163
NP_694545.1	198
NP_694546.1	58
NP_694547.2	263
NP_694551.1	126
NP_694552.2	84
NP_694558.1	65
NP_694560.1	117
NP_694563.1	138
NP_694565.1	52
NP_694566.4	631
NP_694567.1	76
NP_694568.1	224
NP_694570.1	97
NP_694571.2	235
NP_694572.1	60
NP_694573.1	101
NP_694574.3	241
NP_694578.1	101
NP_694579.1	161
NP_694580.1	81
NP_694581.1	47
NP_694583.1	72
NP_694585.1	61
NP_694587.3	165
NP_694591.2	315
NP_694592.1	76
NP_694593.1	64
NP_694690.1	328
NP_694691.1	326
NP_694822.2	188
NP_694853.1	19
NP_694854.2	94
NP_694857.1	241
NP_694858.1	113
NP_694859.1	175
NP_694880.1	35
NP_694881.1	39
NP_694882.1	260
NP_694938.2	147
NP_694939.2	53
NP_694940.1	106
NP_694941.2	429
NP_694942.3	296
NP_694943.2	117
NP_694944.1	164
NP_694946.2	177
NP_694947.1	79
NP_694948.1	121
NP_694949.1	107
NP_694950.2	109
NP_694951.1	100
NP_694953.2	497
NP_694955.2	362
NP_694957.3	117
NP_694958.1	112
NP_694960.2	255
NP_694961.2	57
NP_694962.1	183
NP_694964.3	66
NP_694966.3	91
NP_694967.3	285
NP_694968.1	100
NP_694969.1	71
NP_694972.3	440
NP_694976.1	74
NP_694978.2	105
NP_694979.2	280
NP_694981.1	69
NP_694983.2	70
NP_694984.4	197
NP_694985.29	254
NP_694986.2	204
NP_694987.1	134
NP_694988.3	152
NP_694989.2	172
NP_694991.2	217
NP_694992.2	59
NP_694993.2	15
NP_694994.2	122
NP_694995.2	241
NP_694996.5	536
NP_694997.2	247
NP_694998.1	100
NP_694999.3	221
NP_695000.1	122
NP_695001.2	153
NP_695002.1	149
NP_695003.1	190
NP_695005.1	109
NP_695006.1	84
NP_695008.1	188
NP_695009.1	169
NP_695010.1	178
NP_695012.1	145
NP_695013.1	182
NP_695014.1	168
NP_695015.1	106
NP_695017.1	80
NP_695021.2	38
NP_696961.2	184
NP_696996.1	43
NP_696997.1	43
NP_697018.1	41
NP_697019.1	24
NP_697020.2	59
NP_697021.1	139
NP_699160.2	384
NP_699161.1	120
NP_699162.3	35
NP_699163.2	143
NP_699164.1	23
NP_699165.3	188
NP_699166.2	97
NP_699167.2	135
NP_699168.1	51
NP_699169.2	178
NP_699170.1	150
NP_699171.3	242
NP_699172.2	141
NP_699174.1	201
NP_699176.1	95
NP_699177.2	166
NP_699178.1	74
NP_699179.2	244
NP_699181.2	90
NP_699184.2	151
NP_699185.1	129
NP_699186.2	32
NP_699187.1	102
NP_699188.1	153
NP_699189.2	150
NP_699191.1	219
NP_699192.1	188
NP_699193.2	185
NP_699194.2	174
NP_699195.1	111
NP_699196.2	96
NP_699197.3	1123
NP_699198.2	42
NP_699199.2	179
NP_699200.2	196
NP_699201.2	152
NP_699202.1	219
NP_699203.1	120
NP_699204.1	194
NP_699205.1	44
NP_699207.1	219
NP_700356.2	329
NP_700357.1	138
NP_700359.1	159
NP_700475.1	72
NP_700476.1	59
NP_702907.1	124
NP_702910.1	171
NP_702911.1	238
NP_702913.1	252
NP_702914.1	163
NP_702915.1	154
NP_703143.1	73
NP_703145.1	160
NP_703146.1	136
NP_703147.2	224
NP_703148.4	607
NP_703149.1	112
NP_703150.1	109
NP_703151.2	40
NP_703152.1	49
NP_703154.1	49
NP_703157.2	142
NP_703190.1	282
NP_703191.1	311
NP_703194.1	150
NP_705582.1	23
NP_705611.2	34
NP_705613.1	191
NP_705614.1	138
NP_705616.2	199
NP_705618.1	413
NP_705690.2	204
NP_705691.1	248
NP_705694.2	218
NP_705717.1	147
NP_705718.1	88
NP_705719.2	170
NP_705720.1	157
NP_705831.1	244
NP_705832.1	331
NP_705833.3	458
NP_705834.2	288
NP_705835.2	117
NP_705836.1	155
NP_705837.1	348
NP_705838.3	1436
NP_705839.3	69
NP_705840.2	109
NP_705841.2	128
NP_705842.2	115
NP_705843.1	206
NP_705869.1	300
NP_705870.1	307
NP_705871.1	329
NP_705872.1	152
NP_705873.2	58
NP_705895.1	170
NP_705897.1	84
NP_705898.1	124
NP_705899.2	144
NP_705900.1	259
NP_705902.2	179
NP_705904.1	66
NP_705931.1	93
NP_705932.2	228
NP_705933.2	220
NP_705934.1	202
NP_705935.1	34
NP_710141.1	148
NP_710142.1	401
NP_710148.1	81
NP_710149.1	66
NP_710152.1	84
NP_710153.2	72
NP_710154.1	123
NP_710155.2	145
NP_710156.3	86
NP_710157.2	99
NP_710159.1	151
NP_710160.1	41
NP_710161.1	62
NP_710162.1	55
NP_710163.1	103
NP_710181.2	112
NP_714542.1	65
NP_714543.1	104
NP_714544.1	116
NP_714912.1	143
NP_714913.1	102
NP_714914.2	262
NP_714915.3	323
NP_714916.3	166
NP_714917.2	105
NP_714918.2	294
NP_714919.2	121
NP_714921.4	257
NP_714922.1	112
NP_714923.1	63
NP_714924.1	73
NP_714925.2	62
NP_714928.1	410
NP_714940.1	203
NP_714941.1	203
NP_714963.1	37
NP_714964.2	116
NP_714968.1	113
NP_714969.1	114
NP_715624.1	106
NP_715637.2	51
NP_715638.1	73
NP_715639.1	59
NP_715640.2	228
NP_722448.1	160
NP_722449.3	165
NP_722450.1	160
NP_722451.1	160
NP_722452.1	167
NP_722453.1	142
NP_722454.1	75
NP_722516.1	650
NP_722517.3	106
NP_722518.2	169
NP_722519.2	85
NP_722520.2	296
NP_722522.1	126
NP_722523.1	237
NP_722540.1	167
NP_722541.1	194
NP_722546.1	123
NP_722548.1	130
NP_722549.2	280
NP_722550.1	116
NP_722560.1	231
NP_722561.1	174
NP_722575.1	113
NP_722576.3	776
NP_722577.2	343
NP_722578.1	68
NP_722579.1	204
NP_722580.3	289
NP_722581.4	274
NP_722582.2	367
NP_724781.1	273
NP_733466.1	118
NP_733745.1	281
NP_733746.1	219
NP_733749.1	198
NP_733751.2	1371
NP_733752.1	85
NP_733758.1	81
NP_733759.1	79
NP_733762.2	290
NP_733763.1	268
NP_733764.1	153
NP_733765.1	152
NP_733772.1	204
NP_733774.1	64
NP_733775.1	104
NP_733776.1	103
NP_733777.1	65
NP_733778.1	108
NP_733779.1	8
NP_733781.1	167
NP_733782.1	181
NP_733783.1	196
NP_733786.2	38
NP_733787.1	196
NP_733792.1	230
NP_733793.2	404
NP_733794.1	122
NP_733796.2	156
NP_733797.1	127
NP_733798.1	105
NP_733800.1	166
NP_733820.1	64
NP_733821.1	171
NP_733822.1	167
NP_733827.2	99
NP_733828.2	446
NP_733829.1	59
NP_733830.1	95
NP_733831.1	128
NP_733832.1	138
NP_733839.1	42
NP_733842.2	1250
NP_733843.1	252
NP_733844.1	250
NP_733927.1	55
NP_733928.1	54
NP_733929.1	54
NP_733930.1	59
NP_733931.1	54
NP_733932.1	96
NP_733933.1	96
NP_733934.1	69
NP_733935.1	82
NP_733936.1	172
NP_733937.2	179
NP_733938.2	179
NP_734464.1	157
NP_734465.2	417
NP_734466.1	88
NP_736606.1	24
NP_736609.2	207
NP_736610.2	518
NP_739575.2	92
NP_739577.1	183
NP_739580.1	115
NP_740721.1	55
NP_740746.4	226
NP_740750.1	92
NP_740752.1	73
NP_740753.1	38
NP_740754.1	191
NP_741960.1	44
NP_741969.1	63
NP_741979.1	59
NP_741980.1	54
NP_741981.1	59
NP_741982.1	86
NP_741983.2	197
NP_741994.1	99
NP_741995.1	16
NP_741996.2	509
NP_741997.3	104
NP_741999.3	88
NP_742000.1	24
NP_742001.1	57
NP_742002.1	31
NP_742003.1	30
NP_742011.2	84
NP_742013.1	71
NP_742017.1	162
NP_742024.1	207
NP_742034.1	29
NP_742053.1	176
NP_742054.1	194
NP_742055.1	176
NP_742056.1	168
NP_742057.1	155
NP_742066.2	597
NP_742067.3	220
NP_742068.1	267
NP_742075.1	66
NP_742076.1	63
NP_742077.1	63
NP_742078.1	58
NP_742079.1	58
NP_742080.1	52
NP_742081.1	51
NP_742084.1	71
NP_742085.1	73
NP_742093.1	163
NP_742099.1	46
NP_742100.1	46
NP_742101.2	161
NP_742103.1	181
NP_742104.1	168
NP_742105.1	174
NP_742106.1	163
NP_742107.1	38
NP_742108.2	155
NP_742112.1	79
NP_742113.1	76
NP_742125.1	76
NP_742126.1	76
NP_742127.1	77
NP_742128.1	55
NP_742143.1	32
NP_742150.1	69
NP_742151.2	83
NP_742152.1	87
NP_751891.1	88
NP_751892.1	101
NP_751895.1	161
NP_751897.1	228
NP_751898.1	228
NP_751907.1	162
NP_751908.1	165
NP_751909.1	65
NP_751913.1	67
NP_751915.1	46
NP_751917.1	50
NP_751943.1	138
NP_751944.1	182
NP_751945.2	165
NP_751948.1	115
NP_751950.2	93
NP_751951.1	57
NP_757343.1	172
NP_757344.2	169
NP_757349.1	137
NP_757350.1	66
NP_757351.1	191
NP_757362.1	53
NP_757363.1	167
NP_757364.1	154
NP_757365.1	185
NP_757366.2	498
NP_757367.1	258
NP_757373.1	59
NP_757374.2	55
NP_757379.1	133
NP_757380.1	170
NP_757384.1	84
NP_757385.1	161
NP_757386.2	195
NP_758424.1	529
NP_758436.1	67
NP_758438.2	137
NP_758440.1	170
NP_758441.2	343
NP_758442.1	135
NP_758447.1	67
NP_758448.1	175
NP_758449.1	177
NP_758450.1	149
NP_758452.1	102
NP_758454.1	150
NP_758455.1	68
NP_758516.1	186
NP_758519.1	247
NP_758525.1	78
NP_758526.1	60
NP_758527.1	41
NP_758840.1	79
NP_758844.1	22
NP_758847.1	82
NP_758857.1	332
NP_758858.1	45
NP_758859.1	610
NP_758860.1	120
NP_758861.1	126
NP_758862.1	121
NP_758863.1	125
NP_758869.1	130
NP_758871.1	119
NP_758872.1	226
NP_758952.4	426
NP_758953.1	153
NP_758954.1	120
NP_758955.2	101
NP_758957.2	84
NP_758958.3	71
NP_758961.1	194
NP_758962.1	169
NP_758963.1	120
NP_758965.2	54
NP_765975.1	395
NP_765976.1	140
NP_765977.1	344
NP_765978.1	300
NP_766627.1	92
NP_766630.2	85
NP_766632.2	76
NP_766638.2	334
NP_774959.1	1044
NP_775082.2	1112
NP_775083.1	240
NP_775087.1	146
NP_775088.1	62
NP_775096.1	114
NP_775097.1	68
NP_775098.2	213
NP_775099.2	771
NP_775100.1	139
NP_775101.1	134
NP_775102.2	178
NP_775103.1	39
NP_775104.2	288
NP_775105.1	458
NP_775106.2	131
NP_775107.1	153
NP_775109.2	162
NP_775110.1	297
NP_775111.1	125
NP_775112.1	63
NP_775113.1	63
NP_775114.1	329
NP_775115.1	441
NP_775179.1	287
NP_775180.1	196
NP_775182.1	221
NP_775183.1	33
NP_775184.1	67
NP_775185.1	138
NP_775186.1	338
NP_775188.1	345
NP_775259.1	387
NP_775262.1	65
NP_775266.1	336
NP_775267.1	318
NP_775268.1	336
NP_775269.1	48
NP_775270.1	51
NP_775271.1	124
NP_775283.1	54
NP_775284.1	51
NP_775285.1	47
NP_775286.1	50
NP_775287.1	44
NP_775289.1	45
NP_775291.1	88
NP_775292.1	116
NP_775293.1	330
NP_775294.1	79
NP_775295.1	63
NP_775296.1	69
NP_775297.1	82
NP_775298.1	132
NP_775299.1	87
NP_775300.1	78
NP_775301.1	73
NP_775302.1	73
NP_775303.1	73
NP_775321.1	327
NP_775322.1	327
NP_775323.1	123
NP_775324.1	49
NP_775479.1	109
NP_775483.1	71
NP_775486.1	85
NP_775487.2	243
NP_775489.2	135
NP_775490.2	259
NP_775491.1	123
NP_775494.1	70
NP_775495.1	35
NP_775498.1	55
NP_775656.1	239
NP_775733.3	546
NP_775734.2	109
NP_775735.2	241
NP_775736.2	165
NP_775738.3	151
NP_775739.1	69
NP_775740.1	115
NP_775742.4	89
NP_775743.1	68
NP_775744.1	25
NP_775745.1	93
NP_775746.1	77
NP_775748.2	180
NP_775749.2	100
NP_775750.3	162
NP_775751.1	246
NP_775752.1	390
NP_775753.2	190
NP_775754.2	231
NP_775755.3	177
NP_775756.3	395
NP_775758.2	62
NP_775759.3	263
NP_775760.3	576
NP_775761.4	153
NP_775762.1	108
NP_775763.1	70
NP_775764.2	200
NP_775765.1	40
NP_775766.2	135
NP_775767.2	188
NP_775768.3	47
NP_775770.1	39
NP_775771.3	358
NP_775773.2	280
NP_775774.1	123
NP_775776.2	98
NP_775777.3	96
NP_775779.1	142
NP_775780.1	54
NP_775781.1	89
NP_775782.2	101
NP_775783.1	128
NP_775785.2	155
NP_775786.2	191
NP_775787.1	187
NP_775788.2	35
NP_775789.3	200
NP_775790.1	90
NP_775791.1	21
NP_775794.2	143
NP_775796.2	140
NP_775797.2	134
NP_775798.2	83
NP_775799.2	92
NP_775801.2	181
NP_775802.2	229
NP_775804.2	287
NP_775806.2	238
NP_775807.2	146
NP_775808.3	15
NP_775809.1	171
NP_775810.2	275
NP_775811.2	220
NP_775812.1	64
NP_775813.2	164
NP_775814.2	343
NP_775815.2	265
NP_775816.1	192
NP_775817.1	113
NP_775818.2	165
NP_775819.1	146
NP_775820.2	134
NP_775821.2	656
NP_775822.3	330
NP_775823.1	106
NP_775824.2	173
NP_775825.1	91
NP_775826.2	148
NP_775827.2	165
NP_775828.1	80
NP_775829.2	286
NP_775831.2	256
NP_775832.2	227
NP_775833.2	125
NP_775834.2	207
NP_775835.2	308
NP_775837.2	310
NP_775838.3	98
NP_775839.3	659
NP_775840.3	430
NP_775841.2	140
NP_775844.2	326
NP_775845.2	222
NP_775846.2	126
NP_775847.2	126
NP_775853.2	136
NP_775855.3	134
NP_775857.2	95
NP_775858.2	112
NP_775859.3	448
NP_775860.3	229
NP_775864.3	423
NP_775866.2	192
NP_775867.2	239
NP_775869.3	230
NP_775871.2	453
NP_775872.1	125
NP_775873.2	396
NP_775876.1	115
NP_775878.2	104
NP_775882.2	97
NP_775885.1	23
NP_775886.3	390
NP_775889.1	92
NP_775890.2	3
NP_775891.2	273
NP_775894.2	192
NP_775896.3	77
NP_775897.3	264
NP_775898.2	140
NP_775900.1	88
NP_775901.3	780
NP_775902.2	146
NP_775903.3	182
NP_775904.2	146
NP_775906.1	61
NP_775907.4	547
NP_775908.2	186
NP_775909.2	30
NP_775912.2	119
NP_775913.2	92
NP_775915.1	46
NP_775918.2	117
NP_775919.3	431
NP_775920.1	82
NP_775921.1	77
NP_775922.3	918
NP_775924.1	245
NP_775925.1	157
NP_775926.1	96
NP_775928.1	81
NP_775929.2	126
NP_775930.2	148
NP_775931.3	329
NP_775933.1	120
NP_775934.3	10
NP_775935.1	62
